Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
0.36,754.03501868,1,24,0,1,0,0,0,0,1,1,0,0,0,6
1.56,68.875745004,1,25,0,1,0,0,0,0,1,1,0,0,0,7
2.11,3916.47661,1,25,0,1,0,0,0,0,0,1,0,0,0,6
0.22,11.233315242,1,24,0,1,0,0,0,0,1,1,0,0,0,7
0.43,8.8103010779,1,22,0,1,0,0,0,0,0,1,0,0,0,4
0.77,1018.5847556,1,21,1,1,0,0,0,0,0,1,0,0,0,4
0.43,12.840673467,1,22,1,1,0,0,0,0,1,1,0,0,0,6
3.17,746.94582943,1,21,1,1,0,0,0,0,0,1,0,0,0,4
0.58,124.76935771,1,23,1,1,0,0,0,0,1,1,0,0,0,6
1.94,2302.434969,1,24,0,1,0,0,0,1,0,1,0,1,1,5
10.54,3665.8374175,1,25,0,1,0,1,1,1,1,1,1,1,1,8
1.45,340.36728818,1,24,0,1,0,0,1,0,1,1,0,0,0,6
0.18,33.810933261,1,25,0,1,1,0,0,1,1,1,0,1,1,8
2.99,336.64736416,1,25,0,1,0,0,0,0,1,1,0,0,0,6
2.95,2120.2002637,1,24,0,1,0,0,0,0,0,1,0,0,0,2
0.19,60.555426085,1,24,0,1,0,0,0,0,0,1,0,0,0,4
4.08,1342.256061,1,25,0,1,0,0,0,0,0,1,0,0,0,6
0.87,364.91309667,1,25,0,1,0,0,0,0,0,1,0,0,0,7
0.28,617.27084448,1,24,0,1,0,0,1,0,1,1,0,0,0,7
0.13,9.8249227171,1,23,1,1,0,0,0,0,0,1,0,0,0,5
2.99,400.48686499,1,25,1,1,0,0,0,0,0,1,0,0,0,4
1.39,360.88181836,1,25,0,1,0,0,0,0,1,1,0,0,0,7
2.91,1244.8822735,1,25,1,1,1,0,0,0,1,1,0,0,0,6
2.45,360.75183947,1,25,0,1,0,0,0,0,1,1,0,0,0,5
0.83,450.82319181,1,23,0,1,0,0,0,0,1,1,0,0,0,5
2.06,13.364802285,1,24,0,1,0,0,0,0,0,1,0,0,0,6
0.51,454.37967766,1,25,0,1,0,0,0,0,1,1,0,0,0,5
5.3,1650.2789326,1,25,1,1,1,0,0,0,1,1,0,0,0,9
1.34,1318.0382797,1,22,1,1,0,0,0,0,0,1,0,0,0,2
3.92,5837.4616463,1,19,1,1,1,1,0,0,1,1,1,0,0,10
2.77,6653.070055,1,25,1,1,0,1,1,1,1,1,1,1,1,8
0.74,9837.2510761,1,23,1,1,1,1,0,0,1,1,1,0,0,11
2.03,3978.1179684,1,24,1,1,0,0,1,0,0,1,0,0,0,8
2.12,2015.9554307,1,25,1,1,0,1,0,0,0,1,1,0,0,5
9.29,1400.9762098,1,27,0,1,0,0,0,0,1,1,0,0,0,9
2.02,1234.433959,1,35,0,1,0,0,0,0,1,1,0,0,0,9
2.28,260.70905916,1,23,0,1,0,0,0,0,0,1,0,0,0,3
15.33,1743.8358231,1,23,1,1,0,0,0,0,0,1,0,0,0,0
0.97,11.266378866,1,25,1,1,0,0,0,0,1,1,0,0,0,9
0.4,532.36528889,1,31,0,1,0,0,0,0,0,1,0,0,0,9
0.55,238.80705128,1,23,0,1,0,0,0,0,1,1,0,0,0,3
0.11,5.4900483729,1,25,0,1,0,0,0,0,1,1,0,0,0,7
1.42,1034.0687353,1,25,0,1,0,0,0,0,0,1,0,0,0,5
6.58,792.14325026,1,24,0,1,0,0,0,0,0,1,0,0,0,6
1.11,1690.1711391,1,25,0,1,0,0,0,0,1,1,0,0,0,7
3.85,1580.0140138,1,23,0,1,0,0,0,0,1,1,0,0,0,5
0.15,5.4087636333,1,23,1,1,0,0,1,0,1,1,0,0,0,4
5.44,9239,0,24,0,0,0,1,1,1,1,1,1,1,1,7
1.86,374.64875384,1,24,0,1,0,0,0,0,0,1,0,0,0,4
2.16,752.40458729,1,25,1,1,0,0,0,0,1,1,0,0,0,6
1.2,916.6003954,1,22,1,1,1,0,0,0,1,1,0,0,0,3
1.71,1904.1191359,1,9,0,1,1,0,0,0,0,1,0,0,0,8
12.7,5970.4642713,1,13,1,1,1,1,0,1,0,1,1,1,1,8
0.33,68.403893625,1,23,1,1,0,0,0,0,0,1,0,0,0,5
2.37,3008.8089017,1,32,0,1,0,0,0,0,0,1,0,0,0,9
3.89,1052.3367326,1,34,0,1,0,0,0,0,1,1,0,0,0,9
4.48,5671.4917422,1,23,0,1,0,1,0,0,0,1,1,0,0,6
0.9,107.0854082,1,25,1,1,0,0,1,0,0,1,0,0,0,7
2.16,416.16198027,1,22,1,1,1,0,0,0,0,1,0,0,0,10
6.37,15366.861653,1,24,1,1,0,1,0,0,1,1,1,0,0,14
0.22,13.616707661,1,25,1,1,0,0,0,0,1,1,0,0,0,5
3.75,3204.605124,1,7,0,1,0,0,0,0,0,1,0,0,0,16
1.06,644.80116898,1,25,1,1,1,0,1,0,1,1,0,0,0,7
1.23,1132.5264213,1,20,1,1,0,0,0,0,0,1,0,0,0,4
0.49,484.75776922,1,28,0,1,0,0,0,0,0,1,0,0,0,9
0.47,7.379036775,1,30,0,1,0,0,0,0,0,1,0,0,0,9
2.22,6438.4285016,1,27,1,1,1,1,0,1,1,1,1,1,1,7
8.82,2180.761964,1,30,0,1,0,0,0,0,0,1,0,0,0,4
1.35,712.22923816,1,26,0,1,0,0,0,0,1,1,0,0,0,8
0.15,10.395762507,1,59,1,1,1,0,0,0,1,1,0,0,0,5
8.34,681.56474646,1,31,1,1,1,0,0,0,0,1,0,0,0,8
2.86,158.56184379,1,29,1,1,1,0,0,1,0,1,0,1,1,6
1.93,2530.0809202,1,27,0,1,0,0,0,0,0,1,0,0,0,3
6.53,3822.2366698,1,37,1,1,0,0,0,1,1,1,0,1,1,12
1.06,24.259088165,1,45,1,1,1,0,0,0,1,1,0,0,0,6
0.67,101.43266792,1,74,0,1,0,0,0,0,0,1,0,0,0,6
0.26,2056,1,27,0,1,0,0,0,0,1,1,0,0,0,6
0.1,2.8105400595,1,31,0,1,0,0,0,0,1,1,0,0,0,7
0.3,2.7811918695,1,33,0,1,0,0,0,0,0,1,0,0,0,6
5.57,2548.1746124,1,27,1,1,0,0,1,0,1,1,0,0,0,9
2.62,1434.1178373,1,29,1,1,0,0,1,1,1,1,0,1,1,7
4.11,2656.3446786,1,38,0,1,0,0,0,0,0,1,0,0,0,14
3.87,858.81076682,1,45,1,1,1,0,0,0,1,1,0,0,0,13
0.33,30.578044907,1,64,0,1,1,0,0,0,1,1,0,0,0,16
0.91,253.45556505,1,46,1,1,0,0,0,0,1,1,0,0,0,6
1.84,24.61686487,1,77,0,1,0,0,0,0,1,1,0,0,0,7
9.75,5785.0732384,1,25,1,1,0,1,1,0,0,1,1,0,0,8
1.11,22.077596607,1,33,0,1,0,0,0,0,1,1,0,0,0,7
0.7,2000,1,26,0,1,0,0,0,0,0,1,0,0,0,5
10.25,2094.3066455,1,32,0,1,0,0,0,0,0,1,0,0,0,6
2.54,146.21357646,1,29,0,1,0,0,0,0,0,1,0,0,0,5
5.35,9637.0517402,1,33,1,1,0,0,0,1,1,1,0,1,1,7
2.69,330.601898,1,33,1,1,0,0,0,0,0,1,0,0,0,1
0.8,21.085023664,1,38,0,1,0,0,0,0,1,1,0,0,0,2
0.77,164.42038049,1,37,1,1,1,0,0,1,1,1,0,1,1,9
11.39,4372,1,53,1,1,0,0,0,0,1,1,0,0,0,8
0.24,22.276393047,1,65,1,1,0,0,1,0,1,1,0,0,0,7
0.06,4.966012978,1,66,1,1,0,0,0,0,1,1,0,0,0,11
0.85,14.079054224,1,31,0,1,0,0,0,0,0,1,0,0,0,5
0.44,204.19344888,1,61,1,1,1,0,0,1,1,1,0,1,1,7
3.39,1528.2170621,1,31,0,1,0,0,0,0,0,1,0,0,0,7
3.47,1599.028477,1,26,0,1,0,0,0,0,0,1,0,0,0,6
1.63,1842.5464007,1,31,0,1,0,0,0,0,1,1,0,0,0,6
8.76,5455.8114915,1,21,1,1,1,1,0,0,1,1,1,0,0,7
5.96,4048.256947,1,30,0,1,0,0,0,0,0,1,0,0,0,6
0.91,104.55627207,1,28,0,1,0,0,0,0,0,1,0,0,0,5
2.55,2557.6761809,1,31,0,1,0,0,0,0,1,1,0,0,0,3
11.62,5170.7737657,1,28,0,1,0,0,0,0,0,1,0,0,0,6
0.73,1558.2479113,1,28,0,1,0,0,0,0,1,1,0,0,0,5
0.06,8.854302932,1,28,0,1,0,0,0,0,1,1,0,0,0,3
0.29,10.336876742,1,33,1,1,0,0,0,0,0,1,0,0,0,8
3.14,4130.7452173,1,37,0,1,0,0,0,0,1,1,0,0,0,7
1.02,11.201346773,1,40,0,1,0,0,0,0,0,1,0,0,0,3
1.17,160.71941463,1,39,1,1,0,0,1,0,1,1,0,0,0,14
0.27,18.02594258,1,28,0,1,0,0,0,0,0,1,0,0,0,6
0.61,254.12050195,1,35,0,1,0,0,0,0,1,1,0,0,0,6
7.88,60871,0,30,0,0,0,1,1,1,1,1,1,1,1,7
0.9,38.397484042,1,36,1,1,0,0,0,0,1,1,0,0,0,3
0.06,16.77341566,1,51,0,1,0,0,0,0,1,1,0,0,0,6
9.97,14015.362743,1,67,1,1,1,0,1,1,1,1,0,1,1,6
15,6032.0745727,1,28,0,1,0,0,0,0,1,1,0,0,0,15
2.15,402.57675493,1,28,0,1,1,0,0,1,1,1,0,1,1,14
0.18,21.068271526,1,35,0,1,0,0,0,0,1,1,0,0,0,15
4.28,1888.7817144,1,33,0,1,0,0,0,0,0,1,0,0,0,13
5.67,2007.4420397,1,33,0,1,0,0,0,0,1,1,0,0,0,13
0.23,13.373336338,1,35,0,1,0,0,0,0,0,1,0,0,0,16
0.69,45.717722125,1,33,0,1,0,0,0,1,0,1,0,1,1,12
9.33,4549.9696294,1,35,1,1,1,1,0,1,1,1,1,1,1,6
0.2,8.2334179986,1,28,1,1,0,0,1,0,1,1,0,0,0,14
0.22,7.6684460019,1,35,1,1,0,0,0,0,1,1,0,0,0,13
1.51,566.54765483,1,40,1,1,1,0,0,1,0,1,0,1,1,14
0.51,938.65688059,1,38,0,1,0,0,0,0,0,1,0,0,0,14
1.48,1200.9247137,1,45,0,1,0,0,0,0,0,1,0,0,0,14
0.26,8.6202640499,1,40,0,1,0,0,0,0,1,1,0,0,0,14
0.21,5.4087304778,1,43,1,1,0,0,0,0,1,1,0,0,0,15
3.16,2416.3152396,1,41,1,1,0,0,0,0,1,1,0,0,0,4
2.79,1564,1,55,0,1,0,0,0,0,0,1,0,0,0,11
2.81,3516.9859496,1,58,0,1,0,0,0,0,1,1,0,0,0,11
0.72,334.89591433,1,65,0,1,0,0,0,0,1,1,0,0,0,10
1.75,252.96732333,1,55,0,1,0,0,0,0,1,1,0,0,0,12
4.16,880.14864268,1,55,0,1,0,0,0,0,1,1,0,0,0,16
0.16,10.651099906,1,55,0,1,0,0,0,0,1,1,0,0,0,14
0.25,14.241917147,1,60,1,1,0,0,0,0,0,1,0,0,0,12
0.17,8.8593873288,1,50,0,1,0,0,0,0,1,1,0,0,0,12
2.07,20526.997969,1,53,1,1,1,0,0,1,0,1,0,1,1,7
2.19,289,1,50,0,1,0,0,0,0,0,1,0,0,0,1
0.28,7.7503814617,1,50,0,1,0,0,0,0,1,1,0,0,0,12
2.6,636.11896548,1,58,0,1,0,0,0,0,1,1,0,0,0,11
0.11,182.48188947,1,64,1,1,0,0,0,1,0,1,0,1,1,14
0.03,7.5418636564,1,63,1,1,1,0,0,0,0,1,0,0,0,14
0.57,11.748789144,1,53,0,1,0,0,1,0,0,1,0,0,0,14
0.91,592.58203009,1,54,0,1,0,0,1,1,0,1,0,1,1,22
3.89,720.47598964,1,61,0,1,0,0,0,0,0,1,0,0,0,13
0.46,31.19882987,1,63,1,1,1,0,1,0,1,1,0,0,0,14
0.17,7.8754031322,1,48,0,1,1,0,0,0,0,1,0,0,0,7
0.2,1.7041733222,1,62,1,1,1,0,0,0,1,1,0,0,0,12
2.56,1846.9808233,1,35,1,1,0,1,0,0,1,1,1,0,0,10
2.49,11.906711384,1,35,0,1,0,0,0,0,1,1,0,0,0,16
0.98,12.004884729,1,40,1,1,1,0,0,0,0,1,0,0,0,11
6.58,2009.7940776,1,38,0,1,0,0,0,0,0,1,0,0,0,10
0.11,19.717818463,1,38,0,1,0,0,0,0,1,1,0,0,0,16
2.59,897.303554,1,36,0,1,0,0,0,0,1,1,0,0,0,1
15.23,976.07017456,1,42,1,1,0,0,0,0,1,1,0,0,0,12
0.6,35.971534837,1,65,0,1,0,0,0,0,1,1,0,0,0,8
1.41,448.86360858,1,55,0,1,0,0,0,0,1,1,0,0,0,9
0.69,20000,0,60,0,0,0,0,0,1,0,0,0,1,1,2
0.39,18.053703095,1,63,0,1,0,0,0,0,1,1,0,0,0,11
0.64,80.864421174,1,63,1,1,0,0,1,0,0,1,0,0,0,14
0.32,7.9260716969,1,48,0,1,0,0,0,0,1,1,0,0,0,12
0.08,11.032901202,1,48,1,1,0,0,0,0,1,1,0,0,0,13
0.13,4.1512044334,1,58,1,1,0,0,0,0,1,1,0,0,0,14
1.31,233.06072666,1,35,0,1,0,0,0,0,0,1,0,0,0,14
1.93,2582.6969019,1,28,0,1,0,0,0,0,0,1,0,0,0,12
0.42,26.924011132,1,28,1,1,0,0,0,1,0,1,0,1,1,16
1.36,1012.4496522,1,33,1,1,1,0,0,0,0,1,0,0,0,12
2.02,268.64316253,1,45,0,1,0,0,0,0,0,1,0,0,0,16
0.48,7.6862591522,1,38,0,1,0,0,0,0,1,1,0,0,0,12
0.29,6.905522204,1,60,0,1,0,0,0,0,0,1,0,0,0,12
7.38,59382.452084,1,65,1,1,1,0,0,1,1,1,0,1,1,14
0.8,92.236657142,1,48,0,1,1,0,0,0,1,1,0,0,0,13
0.46,34.09642135,1,65,1,1,0,0,0,0,0,1,0,0,0,11
5.61,888.92140315,1,3,0,1,0,0,0,0,0,1,0,0,0,10
1.92,1130.4430561,1,30,0,1,0,0,0,0,0,1,0,0,0,12
0.52,8.6508676869,1,28,0,1,0,0,0,1,1,1,0,1,1,11
1.29,1980.6013818,1,27,0,1,0,0,0,0,1,1,0,0,0,1
0.28,48.209223217,1,30,0,1,0,0,0,0,0,1,0,0,0,11
0.81,28.91399481,1,35,0,1,0,0,0,0,1,1,0,0,0,15
0.55,12.076762802,1,35,1,1,0,0,0,0,1,1,0,0,0,13
1.48,1014.8804188,1,30,1,1,0,0,0,0,1,1,0,0,0,13
8.02,2762.5829944,1,28,1,1,0,0,1,0,0,1,0,0,0,16
1.07,10.627126546,1,28,0,1,0,0,0,0,0,1,0,0,0,8
2.83,126.52874969,1,28,1,1,0,0,1,0,1,1,0,0,0,16
0.52,13.830952367,1,33,1,1,0,0,0,0,1,1,0,0,0,14
3.36,22000,0,43,0,0,0,0,0,1,0,0,0,1,1,6
2.24,13.755086094,1,40,1,1,0,0,0,0,1,1,0,0,0,16
0.08,6.2413870041,1,38,0,1,0,0,0,0,1,1,0,0,0,15
0.14,13.516015643,1,43,0,1,0,0,0,0,1,1,0,0,0,16
0.11,13.804429604,1,65,1,1,1,0,0,0,0,1,0,0,0,14
5.04,5808.863682,1,60,1,1,0,1,0,1,1,1,1,1,1,15
0.16,18.229984124,1,48,0,1,0,0,0,0,1,1,0,0,0,14
0.44,2.2942278573,1,53,0,1,0,0,0,0,0,1,0,0,0,16
0.66,438.52089868,1,53,0,1,0,0,0,0,0,1,0,0,0,11
0.18,11.397215384,1,65,0,1,0,0,0,0,0,1,0,0,0,11
4.29,1206.9356499,1,48,0,1,0,0,0,0,0,1,0,0,0,12
0.24,11.009699699,1,53,1,1,0,0,0,1,0,1,0,1,1,12
3.18,739.8953616,1,53,0,1,0,0,0,0,1,1,0,0,0,10
0.48,20.316280663,1,58,0,1,0,0,0,0,1,1,0,0,0,12
1.59,1740.4204113,1,53,1,1,1,0,0,0,1,1,0,0,0,15
4.12,2940.687984,1,63,0,1,0,0,0,0,1,1,0,0,0,16
0.91,527.54579267,1,53,0,1,0,0,0,0,1,1,0,0,0,12
1.37,1156.9580386,1,50,0,1,0,0,0,0,0,1,0,0,0,14
0.42,15.274634084,1,48,0,1,0,0,0,0,0,1,0,0,0,12
0.25,18.201414132,1,65,1,1,1,0,0,0,1,1,0,0,0,12
0.25,18.141963227,1,60,1,1,0,0,0,0,0,1,0,0,0,10
0.08,4.7092142416,1,50,0,1,0,0,0,0,1,1,0,0,0,12
0.26,156.29689349,1,60,1,1,0,0,0,0,1,1,0,0,0,12
0.96,6.8907057577,1,58,0,1,0,0,0,0,1,1,0,0,0,14
4.89,2720.5125265,1,55,0,1,0,0,0,0,1,1,0,0,0,14
1.99,176.41313675,1,48,1,1,1,0,0,1,1,1,0,1,1,15
0.25,14.977334808,1,53,0,1,0,0,0,0,1,1,0,0,0,13
1.84,2351.5234492,1,58,0,1,0,0,0,0,0,1,0,0,0,11
0.6,23.894544021,1,47,0,1,0,0,0,0,0,1,0,0,0,4
1.83,508.79939347,1,55,0,1,0,0,0,0,1,1,0,0,0,13
0.23,47.605801766,1,64,1,1,1,0,0,1,1,1,0,1,1,15
1.19,412.68963716,1,59,1,1,0,0,0,1,0,1,0,1,1,16
0.66,260.19376228,1,58,1,1,0,0,0,1,0,1,0,1,1,12
0.44,30.749325666,1,65,1,1,0,0,1,0,0,1,0,0,0,16
0.3,9.6599637552,1,60,0,1,0,0,0,0,0,1,0,0,0,11
0.46,1886.355534,1,48,1,1,0,0,1,0,0,1,0,0,0,13
0.17,10.659808637,1,58,1,1,0,0,0,0,0,1,0,0,0,15
0.28,4.9588813856,1,63,0,1,0,0,1,0,1,1,0,0,0,13
0.28,32.493018663,1,63,1,1,0,0,0,0,1,1,0,0,0,14
0.49,178.87596234,1,65,1,1,1,0,0,0,0,1,0,0,0,15
8.14,59000,0,65,0,0,1,0,1,1,0,1,0,1,1,3
3.51,1314.8430146,1,61,1,1,0,0,1,0,1,1,0,0,0,11
0.25,14.460877258,1,63,0,1,0,0,1,0,0,1,0,0,0,11
0.13,16.469227714,1,65,1,1,0,0,0,0,1,1,0,0,0,14
0.22,203.59145626,1,47,1,1,1,0,0,1,0,1,0,1,1,14
5.39,2020.8401661,1,35,0,1,0,0,0,0,1,1,0,0,0,12
0.05,8.0482692863,1,35,1,1,0,0,0,0,1,1,0,0,0,16
2.91,198.60980018,1,28,1,1,0,0,0,0,0,1,0,0,0,15
0.74,28.459392304,1,33,0,1,0,0,0,0,0,1,0,0,0,11
1.57,164.99687229,1,28,1,1,1,0,0,1,1,1,0,1,1,16
0.75,21.54261854,1,28,1,1,1,0,0,0,1,1,0,0,0,15
8.69,2136.8188593,1,30,1,1,0,0,1,0,0,1,0,0,0,16
0.22,15.198177934,1,35,1,1,1,0,0,0,1,1,0,0,0,16
0.23,7.629467761,1,33,1,1,0,0,0,0,1,1,0,0,0,11
1.85,1092.2381459,1,40,0,1,0,0,0,0,1,1,0,0,0,11
0.22,8.2030576543,1,40,0,1,0,0,0,0,0,1,0,0,0,12
2.84,1997.2906561,1,45,0,1,0,0,0,0,1,1,0,0,0,15
3.83,664.17985429,1,40,1,1,0,0,0,0,1,1,0,0,0,12
0.54,15.451175262,1,40,1,1,0,0,0,0,0,1,0,0,0,13
0.29,9.9800243927,1,45,0,1,0,0,0,0,1,1,0,0,0,10
0.85,1390.9388627,1,43,0,1,0,0,0,0,1,1,0,0,0,10
3.57,985.0607541,1,45,0,1,0,0,0,0,0,1,0,0,0,10
2.46,392.22929723,1,45,0,1,0,0,0,0,0,1,0,0,0,14
0.46,10.42355232,1,40,1,1,0,0,1,0,0,1,0,0,0,16
0.45,16.646589527,1,43,1,1,0,0,0,0,1,1,0,0,0,15
4.31,4009.7842852,1,40,1,1,0,0,1,1,0,1,0,1,1,14
0.96,13.690091112,1,40,0,1,0,0,0,0,1,1,0,0,0,14
1.11,376.39917756,1,48,0,1,0,0,0,0,0,1,0,0,0,13
4.81,40000,0,58,0,0,0,0,0,1,1,0,0,1,1,5
1.33,7483.9371257,1,48,1,1,1,1,0,1,0,1,1,1,1,12
0.73,12.320089548,1,65,0,1,0,0,0,0,1,1,0,0,0,14
0.11,11.995569736,1,50,0,1,0,0,0,0,1,1,0,0,0,15
0.63,15.796993058,1,53,1,1,1,0,0,0,1,1,0,0,0,14
0.47,4.5461275999,1,63,0,1,0,0,0,0,0,1,0,0,0,14
0.46,220.76637032,1,50,0,1,0,0,0,0,0,1,0,0,0,11
1.45,902.28263425,1,53,0,1,0,0,0,0,1,1,0,0,0,9
0.61,7.1746927524,1,60,1,1,1,0,0,0,0,1,0,0,0,15
1.97,96.411946813,1,60,1,1,0,0,0,0,0,1,0,0,0,14
0.57,11.985546594,1,53,1,1,0,0,0,0,1,1,0,0,0,14
0.5,10.594144755,1,60,1,1,0,0,0,0,0,1,0,0,0,15
0.86,8.7992652179,1,63,0,1,0,0,0,0,0,1,0,0,0,12
1.32,527.04569156,1,60,1,1,0,0,0,0,1,1,0,0,0,16
1.25,1436.1620514,1,50,1,1,1,0,0,0,1,1,0,0,0,10
1.31,164.82162992,1,65,0,1,0,0,0,0,0,1,0,0,0,15
0.27,9.284044881,1,58,1,1,0,0,0,0,0,1,0,0,0,12
0.04,0.9151337067,1,48,1,1,0,0,0,0,0,1,0,0,0,13
0.05,30.55585965,1,64,1,1,0,0,0,0,1,1,0,0,0,12
7.31,552.02451735,1,55,1,1,0,0,1,0,0,1,0,0,0,6
0.44,10.941166747,1,65,1,1,0,0,0,0,1,1,0,0,0,12
0.11,8.9262001672,1,65,1,1,0,0,0,0,1,1,0,0,0,14
1.73,635.86794274,1,51,1,1,1,0,0,1,0,1,0,1,1,14
7.27,3496.5729551,1,28,1,1,0,1,0,0,0,1,1,0,0,12
0.21,17.73231237,1,31,0,1,1,0,0,0,1,1,0,0,0,2
0.28,11.180456259,1,28,0,1,0,0,1,0,0,1,0,0,0,10
3.89,14683.829851,1,28,1,1,0,1,0,0,0,1,1,0,0,8
0.29,16.501240003,1,40,0,1,0,0,0,0,0,1,0,0,0,14
1.35,836.24678383,1,45,0,1,0,0,0,0,1,1,0,0,0,9
0.36,454.51166117,1,38,0,1,0,0,0,0,1,1,0,0,0,11
2.27,937.25433572,1,45,0,1,0,0,0,0,0,1,0,0,0,14
0.26,81.015355123,1,37,0,1,0,0,0,1,0,1,0,1,1,14
0.77,6.8795597162,1,43,0,1,0,0,0,0,0,1,0,0,0,13
2.14,4732,1,38,0,1,0,0,0,0,0,1,0,0,0,15
0.65,13.751411817,1,37,0,1,0,0,0,0,0,1,0,0,0,6
0.7,14.391152214,1,38,1,1,0,0,0,0,1,1,0,0,0,12
0.34,14.049270293,1,40,1,1,0,0,1,0,0,1,0,0,0,14
0.18,12.620051553,1,50,0,1,0,0,0,0,0,1,0,0,0,9
1.84,1118.96496,1,60,0,1,0,0,0,0,1,1,0,0,0,11
37.91,65877,0,57,0,0,0,0,0,1,1,0,0,1,1,5
0.87,7.8602663692,1,65,1,1,0,0,0,0,1,1,0,0,0,12
5.63,1384.5265967,1,65,1,1,0,0,0,0,0,1,0,0,0,14
1.43,51.541653726,1,48,1,1,0,0,0,1,0,1,0,1,1,15
0.13,19.320110429,1,48,1,1,0,0,0,0,0,1,0,0,0,16
2.81,4328.725357,1,53,0,1,0,0,0,0,0,1,0,0,0,15
2.14,3224.6390147,1,60,1,1,1,1,0,1,1,1,1,1,1,14
3.67,4029.3081365,1,53,1,1,0,1,0,0,1,1,1,0,0,11
0.05,11.747599492,1,53,0,1,0,0,0,0,1,1,0,0,0,14
0.35,5.0816909452,1,50,0,1,0,0,0,0,1,1,0,0,0,13
0.27,202.99994517,1,60,1,1,1,0,0,0,1,1,0,0,0,16
1.71,1842.3575,1,53,0,1,0,0,0,0,1,1,0,0,0,11
1.53,126.52135895,1,53,1,1,0,0,0,1,0,1,0,1,1,14
0.14,12.87623462,1,53,0,1,0,0,0,0,1,1,0,0,0,14
4.04,11124.83392,1,65,1,1,1,0,0,1,0,1,0,1,1,16
2.3,1588.0866987,1,50,1,1,0,0,1,0,0,1,0,0,0,14
0.07,4.672752505,1,48,1,1,0,0,0,0,0,1,0,0,0,11
2.97,409.77767345,1,60,1,1,0,0,0,0,0,1,0,0,0,16
3.12,158.25177877,1,33,1,1,0,0,1,0,1,1,0,0,0,14
1.4,832.02042434,1,30,1,1,0,0,0,0,1,1,0,0,0,14
0.4,39.118197131,1,34,1,1,0,0,1,1,1,1,0,1,1,15
3.91,980.1866499,1,40,0,1,0,0,0,0,1,1,0,0,0,16
8.05,4743.0336445,1,40,0,1,0,0,0,0,1,1,0,0,0,11
0.49,18.444563643,1,40,0,1,0,0,0,0,0,1,0,0,0,15
0.37,10.324016711,1,43,0,1,0,0,0,0,0,1,0,0,0,14
0.14,3.6151390656,1,42,0,1,0,0,0,0,0,1,0,0,0,7
1.41,1021.0794487,1,64,0,1,0,0,0,0,0,1,0,0,0,7
3.17,3465.9922735,1,63,0,1,0,0,0,0,1,1,0,0,0,14
5.22,1136.1102457,1,48,0,1,0,0,0,0,0,1,0,0,0,13
5.32,6730.1321221,1,50,0,1,0,0,0,0,0,1,0,0,0,15
3.31,1064.6692489,1,65,0,1,0,0,0,0,0,1,0,0,0,11
2.3,350.34627012,1,63,0,1,0,0,0,0,0,1,0,0,0,14
1.38,260.91727586,1,65,1,1,0,0,0,1,1,1,0,1,1,12
0.11,10.236737748,1,65,0,1,0,0,0,0,0,1,0,0,0,13
0.41,12.469369048,1,55,0,1,0,0,0,0,1,1,0,0,0,11
6.24,3154.076956,1,53,0,1,0,0,0,0,0,1,0,0,0,16
0.17,13.222060522,1,48,1,1,0,0,0,0,0,1,0,0,0,10
0.08,3.3087025347,1,57,0,1,0,0,0,0,0,1,0,0,0,8
0.59,162.64173539,1,47,1,1,1,0,1,1,0,1,0,1,1,16
3.68,142.88768264,1,53,1,1,0,0,1,0,1,1,0,0,0,10
6.11,867.29814471,1,53,1,1,0,0,0,0,0,1,0,0,0,13
8.54,948.77740277,1,55,1,1,0,0,0,1,0,1,0,1,1,12
0.36,10.610984504,1,65,1,1,0,0,0,0,1,1,0,0,0,13
0.57,336.80510642,1,65,0,1,0,0,0,0,1,1,0,0,0,11
1.99,1911.6718446,1,40,1,1,0,0,0,0,1,1,0,0,0,14
0.21,13.760177736,1,40,0,1,0,0,0,0,0,1,0,0,0,14
15.35,552.96607283,1,37,0,1,0,0,0,0,0,1,0,0,0,6
6.54,20601.506086,1,40,1,1,1,0,0,1,0,1,0,1,1,16
0.9,1676.4054144,1,38,0,1,0,0,0,0,1,1,0,0,0,14
2.85,330.25949928,1,40,1,1,0,0,0,0,0,1,0,0,0,15
3.31,512.49601157,1,53,1,1,0,0,0,1,0,1,0,1,1,14
0.37,5774.4305445,1,65,1,1,1,1,0,0,0,1,1,0,0,13
1.52,76.508686126,1,48,1,1,0,0,0,1,0,1,0,1,1,16
0.28,10.854776001,1,58,1,1,0,0,0,0,1,1,0,0,0,14
0.11,11.168538203,1,59,0,1,0,0,0,0,1,1,0,0,0,14
0.5,41.515527538,1,35,0,1,0,0,0,0,1,1,0,0,0,12
0.6,338.25366262,1,28,1,1,0,0,0,1,0,1,0,1,1,16
0.51,24.619136669,1,30,0,1,0,0,0,0,0,1,0,0,0,16
1.5,134.45430252,1,30,0,1,0,0,0,0,0,1,0,0,0,14
0.06,15.05777854,1,28,0,1,0,0,0,0,0,1,0,0,0,7
0.68,8.3692251152,1,33,0,1,0,0,0,0,0,1,0,0,0,11
5.23,2834.8870002,1,28,0,1,0,0,0,1,1,1,0,1,1,6
4.19,918.72303025,1,30,0,1,0,0,0,0,1,1,0,0,0,14
0.15,13.214491289,1,35,0,1,0,0,0,0,0,1,0,0,0,6
